ID,Plataforma,fecha,Usuario_ID_Anonimizado,texto_original,texto_modelo,texto_agresivo,clase,label,subclase,Grupos_Afectados,Presencia_Sarcasmo,Presencia_Ironia,Contexto_Politico,n_chars,n_palabras,n_emojis,n_menciones,n_hashtags,n_jerga
2442,Facebook,2026-07-21,USER_2442,Eres como una orugota.... ??,Eres como una orugota.... ??,eres como una orugota,Discurso de Odio,2,Gordofobia,Personas con sobrepeso,NO,NO,NO,28,5,0,0,0,0
1255,Facebook,2026-07-14,USER_1255,QUE NIVEL DE ESTUPIDES EL DE ESTE SER... POBRE IGNORANTE PARASITO DE LA SOCIEDAD.,QUE NIVEL DE ESTUPIDES EL DE ESTE SER... POBRE IGNORANTE PARASITO DE LA SOCIEDAD.,que nivel de estupides el de este ser pobre ignorante parasito de la sociedad,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,SÍ,SÍ,81,14,0,0,0,2
2325,Facebook,2026-07-22,USER_2325,A Llorar A Otro Lado Hambriento.,A Llorar A Otro Lado Hambriento.,a llorar a otro lado hambriento,Lenguaje Ofensivo,1,Insulto Directo,Personas en situación de pobreza,NO,NO,NO,32,6,0,0,0,0
2313,Facebook,2026-07-22,USER_2313,"cabal, por eso hay que picotear mïërdª porque ya va venir dios y nos va premiar en el otro mundo...","cabal, por eso hay que picotear mïërdª porque ya va venir dios y nos va premiar en el otro mundo...",cabal por eso hay que picotear mierdª porque ya va venir dios y nos va premiar en el otro mundo,Lenguaje Ofensivo,1,Palabras Obscenas,Cristianos,SI,SI,NO,99,20,0,0,0,1
1100,Facebook,2026-06-22,USER_1100,Tres nalgadas a cada uno y para la casa ..,Tres nalgadas a cada uno y para la casa ..,tres nalgadas a cada uno y para la casa,No Tóxico,0,,Persona Individual,NO,NO,NO,42,10,0,0,0,0
2641,X,2026-06-20,USER_2641,los venezolanos de mierda son escoria con razón los odian tanto,los venezolanos de mierda son escoria con razón los odian tanto,los venezolanos de mierda son escoria con razon los odian tanto,Discurso de Odio,2,Xenofobia,Personas venezolanas,NO,NO,NO,63,11,0,0,0,3
605,Facebook,2026-07-14,USER_605,Señor presidente Nayib Bukele yo quisiera hablar con usted de mi situación .de me la oportunidad de platicar soy madre de tres hijos,Señor presidente Nayib Bukele yo quisiera hablar con usted de mi situación .de me la oportunidad de platicar soy madre de tres hijos,senor presidente nayib bukele yo quisiera hablar con usted de mi situacion de me la oportunidad de platicar soy madre de tres hijos,No Tóxico,0,,,NO,NO,SÍ,132,23,0,0,0,1
779,Facebook,2026-07-18,USER_779,"Yo fuera jefe de policía tirará un comunicado, gracias por el favor, nos quitaron uno de las 99 mil buscados","Yo fuera jefe de policía tirará un comunicado, gracias por el favor, nos quitaron uno de las 99 mil buscados",yo fuera jefe de policia tirara un comunicado gracias por el favor nos quitaron uno de las mil buscados,Amenazas/Violencia,3,Celebración de Violencia,Individuo (criminal buscado),SÍ,NO,NO,108,20,0,0,0,0
855,Facebook,2026-07-19,USER_855,Norman KokoBass de ahí pueden salir unos par de trasplante,Norman KokoBass de ahí pueden salir unos par de trasplante,norman kokobass de ahi pueden salir unos par de trasplante,Amenazas/Violencia,3,Deseo de Daño,Reos/delincuentes,NO,NO,NO,58,10,0,0,0,0
405,X,2026-07-14,USER_405,Si son mareros terroristas no importa de mi parte que se mueran todos.,Si son mareros terroristas no importa de mi parte que se mueran todos.,si son mareros terroristas no importa de mi parte que se mueran todos,Amenazas/Violencia,3,Deseo de Daño,Pandilleros/Mareros,NO,NO,NO,70,13,0,0,0,3
1843,X,2026-06-07,USER_1843,"Puta si todo salvadoreño sabe que eras la mama verga de los mareros cerota ,que bueno que la mierda se fue a contaminar otra nación","Puta si todo salvadoreño sabe que eras la mama verga de los mareros cerota ,que bueno que la mierda se fue a contaminar otra nación",puta si todo salvadoreno sabe que eras la mama verga de los mareros cerota que bueno que la mierda se fue a contaminar otra nacion,Discurso de Odio,2,Xenofobia,Persona Individual,NO,NO,SÍ,131,25,0,0,0,5
923,Facebook,2026-07-23,USER_923,Q lo topen a ese maje.. Y q ya no salga,Q lo topen a ese maje.. Y q ya no salga,q lo topen a ese maje y q ya no salga,Amenazas/Violencia,3,Incitación a la Violencia,Individuo,NO,NO,NO,39,11,0,0,0,1
2988,X,2026-07-11,USER_2988,Tu viejo y vos son dos negros de mierda. Fin,Tu viejo y vos son dos negros de mierda. Fin,tu viejo y vos son dos negros de mierda fin,Discurso de Odio,2,Racismo,Personas negras o racializadas,NO,NO,NO,44,10,0,0,0,2
1952,X,2026-06-14,USER_1952,Ese hijo de puta solo quiere seguidores no le interesa el fútbol ese es gay debe ser fan a las novelas pero es tu héroe a argentina ya le robaron un mundial se lo robo Alemania ahi no hay nadie hablando este es malo viendo fútbol,Ese hijo de puta solo quiere seguidores no le interesa el fútbol ese es gay debe ser fan a las novelas pero es tu héroe a argentina ya le robaron un mundial se lo robo Alemania ahi no hay nadie hablando este es malo viendo fútbol,ese hijo de puta solo quiere seguidores no le interesa el futbol ese es gay debe ser fan a las novelas pero es tu heroe a argentina ya le robaron un mundial se lo robo alemania ahi no hay nadie hablando este es malo viendo futbol,Discurso de Odio,2,Homofobia,Persona Individual,NO,NO,NO,229,46,0,0,0,1
1259,Facebook,2026-07-14,USER_1259,No pongan informacion basura que no beneficia en nada 😡😡😡,No pongan informacion basura que no beneficia en nada :cara_cabreada: :cara_cabreada: :cara_cabreada:,no pongan informacion basura que no beneficia en nada,Lenguaje Ofensivo,1,Palabras Obscenas,Persona Individual,NO,NO,SÍ,57,10,3,0,0,1
1329,Facebook,2026-06-25,USER_1329,Sería una vergüenza q vaya a representar el salvador ya suficiente con todas las vergüenzas q tiene,Sería una vergüenza q vaya a representar el salvador ya suficiente con todas las vergüenzas q tiene,seria una verguenza q vaya a representar el salvador ya suficiente con todas las verguenzas q tiene,Lenguaje Ofensivo,1,Crítica Fuerte,Persona Individual,NO,NO,NO,99,17,0,0,0,1
893,Facebook,2026-07-20,USER_893,"547 males que fueron neutralizados, que los portadores del mal mueran, es un daño colateral","547 males que fueron neutralizados, que los portadores del mal mueran, es un daño colateral",males que fueron neutralizados que los portadores del mal mueran es un dano colateral,Amenazas/Violencia,3,Celebración de Violencia,Detenidos,NO,NO,NO,91,15,0,0,0,1
1891,X,2026-07-08,USER_1891,"Que bueno ese pendejo fue a el Salvador y criticó todo, ahora que dirá?","Que bueno ese pendejo fue a el Salvador y criticó todo, ahora que dirá?",que bueno ese pendejo fue a el salvador y critico todo ahora que dira,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,SÍ,SÍ,71,14,0,0,0,1
611,Facebook,2026-07-14,USER_611,eso es lo que Dios quiere que ayudes al necesitado,eso es lo que Dios quiere que ayudes al necesitado,eso es lo que dios quiere que ayudes al necesitado,No Tóxico,0,,,NO,NO,NO,50,10,0,0,0,0
2317,Facebook,2026-07-21,USER_2317,Como lloran estos mierdicanos pero cuando a ellos les cae la desgracia y otros países se burlan solo son lloraderas los saltamuros hdps jajajaj doble moral,Como lloran estos mierdicanos pero cuando a ellos les cae la desgracia y otros países se burlan solo son lloraderas los saltamuros hdps jajajaj doble moral,como lloran estos mierdicanos pero cuando a ellos les cae la desgracia y otros paises se burlan solo son lloraderas los saltamuros hdps jajajaj doble moral,Discurso de Odio,2,Xenofobia,Mexicanos,NO,NO,NO,155,26,0,0,0,0
2750,X,2026-06-29,USER_2750,"Claro que tengo argumentos y los he pasado. Y no, no tenemos nada que ver con los moros de mierda ni con vuestra cultura americana muttizada. Cultura sur europea/ latina, España e Italia os moggean en todo.","Claro que tengo argumentos y los he pasado. Y no, no tenemos nada que ver con los moros de mierda ni con vuestra cultura americana muttizada. Cultura sur europea/ latina, España e Italia os moggean en todo.",claro que tengo argumentos y los he pasado y no no tenemos nada que ver con los moros de mierda ni con vuestra cultura americana muttizada cultura sur europea latina espana e italia os moggean en todo,Discurso de Odio,2,Islamofobia,Personas musulmanas,NO,NO,NO,206,37,0,0,0,2
1611,X,2026-05-30,USER_1611,Hijos de puta bravos con los ratones y lame culos con los políticos HP que los mantienen aguantando hambre,Hijos de puta bravos con los ratones y lame culos con los políticos HP que los mantienen aguantando hambre,hijos de puta bravos con los ratones y lame culos con los politicos hp que los mantienen aguantando hambre,Lenguaje Ofensivo,1,Insulto Directo,,NO,SÍ,SÍ,106,19,0,0,0,2
2039,X,2026-06-14,USER_2039,"La vida es una torta de mierda, y cada día te comes una porción","La vida es una torta de mierda, y cada día te comes una porción",la vida es una torta de mierda y cada dia te comes una porcion,Lenguaje Ofensivo,1,Palabras Obscenas,,NO,NO,NO,63,14,0,0,0,1
1802,X,2026-06-07,USER_1802,Ese hdp gorgojo de mierda 💩 habla por qué tiene trompa y por qué no tiene responsabilidad sobre lo que dice… aquí en El Salvador cualquier gorgojo puede inventar o hablar mierdas de cualquier persona incluso de las hijas y esposa del presidente y sale inmune y eso está mal 🤌🏻,Ese hdp gorgojo de mierda :caca_con_ojos: habla por qué tiene trompa y por qué no tiene responsabilidad sobre lo que dice… aquí en El Salvador cualquier gorgojo puede inventar o hablar mierdas de cualquier persona incluso de las hijas y esposa del presidente y sale inmune y eso está mal :dedos_juntos_apuntando_hacia_arriba:,ese hdp gorgojo de mierda habla por que tiene trompa y por que no tiene responsabilidad sobre lo que dice aqui en el salvador cualquier gorgojo puede inventar o hablar mierdas de cualquier persona incluso de las hijas y esposa del presidente y sale inmune y eso esta mal,Lenguaje Ofensivo,1,Insulto Directo,Opositores Políticos,NO,NO,SÍ,276,51,2,0,0,2
811,Facebook,2026-07-18,USER_811,"DEJEN UN VOCERO, PARA QUE DIGAN DONDE SERA EL VELORIO PAR DE PENDEJOS. HAY LES SALUDAN","DEJEN UN VOCERO, PARA QUE DIGAN DONDE SERA EL VELORIO PAR DE PENDEJOS. HAY LES SALUDAN",dejen un vocero para que digan donde sera el velorio par de pendejos hay les saludan,Amenazas/Violencia,3,Celebración de Violencia,Grupo (interlocutores hondureños en disputa territorial),SÍ,NO,NO,86,16,0,0,0,1
1922,X,2026-06-14,USER_1922,Porque Bukele ha hecho más cosas por El Salvador que todos los de morena juntos. Que se quede lo que quiera. Morena que se largue y no vuelvan. Solo necesitamos gente que deje de ser imbécil y no se trague la manipulación de Sheinbaum...,Porque Bukele ha hecho más cosas por El Salvador que todos los de morena juntos. Que se quede lo que quiera. Morena que se largue y no vuelvan. Solo necesitamos gente que deje de ser imbécil y no se trague la manipulación de Sheinbaum...,porque bukele ha hecho mas cosas por el salvador que todos los de morena juntos que se quede lo que quiera morena que se largue y no vuelvan solo necesitamos gente que deje de ser imbecil y no se trague la manipulacion de sheinbaum,Lenguaje Ofensivo,1,Insulto Directo,Funcionarios Públicos,NO,NO,SÍ,237,44,0,0,0,2
3086,X,2026-06-02,USER_3086,"Son ellos son siempre ellos, en argentina hacen lo mismo, la puta madre que los parió! Judíos de mierda!","Son ellos son siempre ellos, en argentina hacen lo mismo, la puta madre que los parió! Judíos de mierda!",son ellos son siempre ellos en argentina hacen lo mismo la puta madre que los pario judios de mierda,Discurso de Odio,2,Antisemitismo,Personas judias,NO,NO,NO,104,19,0,0,0,2
1793,X,2026-06-07,USER_1793,Coman mierda. Los fichajes queremos,Coman mierda. Los fichajes queremos,coman mierda los fichajes queremos,Lenguaje Ofensivo,1,Palabras Obscenas,,NO,NO,NO,35,5,0,0,0,1
2665,X,2026-07-06,USER_2665,NO SE LA PUEDEN CREER EL GOLAZO Q LE METIERON LOS SUDACAS DE MIERDA,NO SE LA PUEDEN CREER EL GOLAZO Q LE METIERON LOS SUDACAS DE MIERDA,no se la pueden creer el golazo q le metieron los sudacas de mierda,Discurso de Odio,2,Xenofobia,Personas latinoamericanas,NO,NO,NO,67,14,0,0,0,1
2789,X,2026-07-10,USER_2789,"Alemania está contaminada por tantos negros mediocres, armenios, húngaros y hasta gitanos de mierda…. Totalmente contaminada incluso socialmente hablando. Y Guardiola les hizo daño con su juego aburrido de miles de toques laterales. Necesitan a Klopp para que regrese su esencia!","Alemania está contaminada por tantos negros mediocres, armenios, húngaros y hasta gitanos de mierda…. Totalmente contaminada incluso socialmente hablando. Y Guardiola les hizo daño con su juego aburrido de miles de toques laterales. Necesitan a Klopp para que regrese su esencia!",alemania esta contaminada por tantos negros mediocres armenios hungaros y hasta gitanos de mierda totalmente contaminada incluso socialmente hablando y guardiola les hizo dano con su juego aburrido de miles de toques laterales necesitan a klopp para que regrese su esencia,Discurso de Odio,2,Racismo,Personas gitanas,NO,NO,NO,279,41,0,0,0,3
321,X,2026-07-14,USER_321,"Se le fue la mano a los mareros y ustedes no están viviendo eso. Es hora de que les toque pagar por todos sus pecados y que sufran, lloren y no vivan tranquilos, así como hemos vivido los salvadoreños honrados.","Se le fue la mano a los mareros y ustedes no están viviendo eso. Es hora de que les toque pagar por todos sus pecados y que sufran, lloren y no vivan tranquilos, así como hemos vivido los salvadoreños honrados.",se le fue la mano a los mareros y ustedes no estan viviendo eso es hora de que les toque pagar por todos sus pecados y que sufran lloren y no vivan tranquilos asi como hemos vivido los salvadorenos honrados,Amenazas/Violencia,3,Deseo de Daño,Pandilleros/Mareros,NO,NO,NO,210,40,0,0,0,1
2948,X,2026-07-02,USER_2948,Estos venezolanos de mierda que hacen opinando de Colombia.,Estos venezolanos de mierda que hacen opinando de Colombia.,estos venezolanos de mierda que hacen opinando de colombia,Discurso de Odio,2,Xenofobia,Personas inmigrantes,NO,NO,NO,59,9,0,0,0,1
1539,Facebook,2026-07-26,USER_1539,Hay que aplicarsela de la misma manera a ver si le parece a este hijo de puta 😡😡maldito injemdro,Hay que aplicarsela de la misma manera a ver si le parece a este hijo de puta :cara_cabreada: :cara_cabreada: maldito injemdro,hay que aplicarsela de la misma manera a ver si le parece a este hijo de puta maldito injemdro,Amenazas/Violencia,3,Deseo de Dano,Persona Individual,NO,NO,NO,96,19,2,0,0,2
129,X,2026-07-13,USER_129,"#LiteraturaSV | Presentación del libro de narrativa breve «Daños colaterales», historias que giran en torno al Régimen de Excepción en #ElSalvador","#LiteraturaSV | Presentación del libro de narrativa breve «Daños colaterales», historias que giran en torno al Régimen de Excepción en #ElSalvador",literaturasv presentacion del libro de narrativa breve danos colaterales historias que giran en torno al regimen de excepcion en elsalvador,No Tóxico,0,,,NO,NO,SÍ,146,21,0,0,2,0
92,X,2026-07-13,USER_092,"Que delicia, para hacer unos #PIPIANES CON CREMA, o guisados, o en sopa... 󾌧󾮗 #RecetasSV #ElSalvador http:// fb.me/2AMcxuQVl","Que delicia, para hacer unos #PIPIANES CON CREMA, o guisados, o en sopa... 󾌧󾮗 #RecetasSV #ElSalvador http:// fb.me/2AMcxuQVl",que delicia para hacer unos pipianes con crema o guisados o en sopa recetassv elsalvador http fb me amcxuqvl,No Tóxico,0,,,NO,NO,NO,124,18,0,0,3,1
913,Facebook,2026-07-23,USER_913,Uno mas al cecot,Uno mas al cecot,uno mas al cecot,Amenazas/Violencia,3,Deseo de Daño,Detenido señalado,NO,NO,NO,16,4,0,0,0,0
962,Facebook,2026-07-24,USER_962,Luisa Fernanda y las muchas mas familias que siguen sufriendo por los actos que cometieron esos delincuentes? Ellos deben vivir el infierno en vida y muerte,Luisa Fernanda y las muchas mas familias que siguen sufriendo por los actos que cometieron esos delincuentes? Ellos deben vivir el infierno en vida y muerte,luisa fernanda y las muchas mas familias que siguen sufriendo por los actos que cometieron esos delincuentes ellos deben vivir el infierno en vida y muerte,Amenazas/Violencia,3,Deseo de Daño,Grupo,NO,NO,NO,156,26,0,0,0,0
2471,Facebook,2026-07-23,USER_2471,Corte de pelo de microbusero o busero,Corte de pelo de microbusero o busero,corte de pelo de microbusero o busero,Lenguaje Ofensivo,1,Clasismo,Microbuseros,NO,NO,NO,37,7,0,0,0,0
1098,Facebook,2026-06-22,USER_1098,bonitas patas tiene la loruga😳😳,bonitas patas tiene la loruga :cara_sonrojada: :cara_sonrojada:,bonitas patas tiene la loruga,Lenguaje Ofensivo,1,Palabras Obscenas,Persona Individual,NO,NO,NO,31,5,2,0,0,0
598,Facebook,2026-07-14,USER_598,Q elegancia ERicka Buen dia,Q elegancia ERicka Buen dia,q elegancia ericka buen dia,No Tóxico,0,,,NO,NO,NO,27,5,0,0,0,0
2698,X,2026-06-19,USER_2698,"Y entre tanta alegría tenes que hablar de la cantidad de negros de mierda que hay en esta ciudad. Es algo increíble, viene de familia es el gran problema. Es tan triste, un nene pidiéndole al papá que lo lleve a la caravana y no podes estar tranquilo.","Y entre tanta alegría tenes que hablar de la cantidad de negros de mierda que hay en esta ciudad. Es algo increíble, viene de familia es el gran problema. Es tan triste, un nene pidiéndole al papá que lo lleve a la caravana y no podes estar tranquilo.",y entre tanta alegria tenes que hablar de la cantidad de negros de mierda que hay en esta ciudad es algo increible viene de familia es el gran problema es tan triste un nene pidiendole al papa que lo lleve a la caravana y no podes estar tranquilo,Discurso de Odio,2,Racismo,Personas negras,NO,NO,NO,251,48,0,0,0,2
221,X,2026-07-14,USER_221,"TUIT SERIO: Empezamos a tomar pedidos con las Lasagnas de mi viejita para este fin de semana 11 y 12 de julio, mi viejita está ansiosa por cocinarles con mucho amor y sobre todo con todas las medidas de salud, envíos hasta la puerta de su casa desde $1.50 #RT #EmprendimientoSV","TUIT SERIO: Empezamos a tomar pedidos con las Lasagnas de mi viejita para este fin de semana 11 y 12 de julio, mi viejita está ansiosa por cocinarles con mucho amor y sobre todo con todas las medidas de salud, envíos hasta la puerta de su casa desde $1.50 #RT #EmprendimientoSV",tuit serio empezamos a tomar pedidos con las lasagnas de mi viejita para este fin de semana y de julio mi viejita esta ansiosa por cocinarles con mucho amor y sobre todo con todas las medidas de salud envios hasta la puerta de su casa desde rt emprendimientosv,No Tóxico,0,,,NO,NO,NO,277,51,0,0,2,1
711,Facebook,2026-07-14,USER_711,Ya le gustó el poder,Ya le gustó el poder,ya le gusto el poder,No Tóxico,0,,,NO,NO,SÍ,20,5,0,0,0,0
264,X,2026-07-14,USER_264,Por mi que los fusilen a esos mareros,Por mi que los fusilen a esos mareros,por mi que los fusilen a esos mareros,Amenazas/Violencia,3,Deseo de Daño,Pandilleros/Mareros,NO,NO,NO,37,8,0,0,0,2
830,Facebook,2026-07-19,USER_830,Al cecot por estafador....,Al cecot por estafador....,al cecot por estafador,Amenazas/Violencia,3,Deseo de Daño,Persona acusada de estafa,NO,NO,NO,26,4,0,0,0,0
2322,Facebook,2026-07-21,USER_2322,"Vaya.... Se nota que los izquierchangos no paran de tratar de llamar la atención, la politica ya les tiene freido el cerebro la verdad","Vaya.... Se nota que los izquierchangos no paran de tratar de llamar la atención, la politica ya les tiene freido el cerebro la verdad",vaya se nota que los izquierchangos no paran de tratar de llamar la atencion la politica ya les tiene freido el cerebro la verdad,Lenguaje Ofensivo,1,Insulto Directo,Izquierdistas,NO,NO,NO,134,24,0,0,0,0
1783,X,2026-06-07,USER_1783,Hasta cuándo vamos a soportar tanta p3ndejada de este escremento de la humanidad?,Hasta cuándo vamos a soportar tanta p3ndejada de este escremento de la humanidad?,hasta cuando vamos a soportar tanta p ndejada de este escremento de la humanidad,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,81,13,0,0,0,0
2031,X,2026-06-14,USER_2031,"Jódete, enano de mierda","Jódete, enano de mierda",jodete enano de mierda,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,23,4,0,0,0,1
2810,X,2026-06-18,USER_2810,Nadie en el Perú te quiere. No cometas el error de aliarte con estos judíos de mierda.,Nadie en el Perú te quiere. No cometas el error de aliarte con estos judíos de mierda.,nadie en el peru te quiere no cometas el error de aliarte con estos judios de mierda,Discurso de Odio,2,Antisemitismo,Personas judi­as,NO,NO,NO,86,17,0,0,0,2
13,X,2026-07-13,USER_013,"#Espectaculos Las expresiones artísticas y culturales de El Salvador están presentes en la Expo Feria Tapachula 2026, que se desarrolla del 5 al 15 de marzo en Tapachula. @cancilleriasv Mas información aquí: https:// shre.ink/A23b #ElSalvador #CulturaSV KG","#Espectaculos Las expresiones artísticas y culturales de El Salvador están presentes en la Expo Feria Tapachula 2026, que se desarrolla del 5 al 15 de marzo en Tapachula. @usuario Mas información aquí: https:// shre.ink/A23b #ElSalvador #CulturaSV KG",espectaculos las expresiones artisticas y culturales de el salvador estan presentes en la expo feria tapachula que se desarrolla del al de marzo en tapachula usuario mas informacion aqui https shre ink a b elsalvador culturasv kg,No Tóxico,0,,,NO,NO,NO,256,37,0,1,3,1
397,X,2026-07-14,USER_397,"de q se murieron ? si son mareros no me interesa q sea epidemia y se mueran todos ,son lacras ,carga para el pais así q para mi y para muchos no cuentan es como si no existieran","de q se murieron ? si son mareros no me interesa q sea epidemia y se mueran todos ,son lacras ,carga para el pais así q para mi y para muchos no cuentan es como si no existieran",de q se murieron si son mareros no me interesa q sea epidemia y se mueran todos son lacras carga para el pais asi q para mi y para muchos no cuentan es como si no existieran,Amenazas/Violencia,3,Deseo de Daño,Pandilleros/Mareros,NO,NO,NO,177,38,0,0,0,2
206,X,2026-07-14,USER_206,"#ElSalvador. Feliz semana desde San Fernando, Morazán. Bendecida semana #TurismoVivo #TurismoRuralSV @MorenaValdezSV","#ElSalvador. Feliz semana desde San Fernando, Morazán. Bendecida semana #TurismoVivo #TurismoRuralSV @usuario",elsalvador feliz semana desde san fernando morazan bendecida semana turismovivo turismoruralsv usuario,No Tóxico,0,,,NO,NO,NO,116,12,0,1,3,0
2410,Facebook,2026-07-23,USER_2410,"niveles de educación tan bajos como El Salvador, más pobres que El Salvador y con mucho terreno para robar, porque aquí ya no hay finca o lotificacion donde no metan mano.","niveles de educación tan bajos como El Salvador, más pobres que El Salvador y con mucho terreno para robar, porque aquí ya no hay finca o lotificacion donde no metan mano.",niveles de educacion tan bajos como el salvador mas pobres que el salvador y con mucho terreno para robar porque aqui ya no hay finca o lotificacion donde no metan mano,Discurso de Odio,2,Xenofobia,Salvadoreños,NO,NO,NO,171,31,0,0,0,2
2803,X,2026-06-05,USER_2803,"Increíblemente esto opina, pero son cómplices del amante de Judíos de mierda, hicieron todo muy mal para tener esta realidad Dirigentes millonarios compañeros con necesidades básicas insatisfechas","Increíblemente esto opina, pero son cómplices del amante de Judíos de mierda, hicieron todo muy mal para tener esta realidad Dirigentes millonarios compañeros con necesidades básicas insatisfechas",increiblemente esto opina pero son complices del amante de judios de mierda hicieron todo muy mal para tener esta realidad dirigentes millonarios companeros con necesidades basicas insatisfechas,Discurso de Odio,2,Antisemitismo,Personas judi­as,NO,NO,NO,196,27,0,0,0,2
451,X,2026-07-14,USER_451,#LoUltimo| Jugadores de la Selecta salvadoreña informan que si se enfrentarán esta noche a la selección de Canadá. #ElSalvador #SelectaSV,#LoUltimo| Jugadores de la Selecta salvadoreña informan que si se enfrentarán esta noche a la selección de Canadá. #ElSalvador #SelectaSV,loultimo jugadores de la selecta salvadorena informan que si se enfrentaran esta noche a la seleccion de canada elsalvador selectasv,No Tóxico,0,,Pandilleros/Mareros salvadoreños,NO,NO,SÍ,137,20,0,0,3,0
1289,Facebook,2026-07-12,USER_1289,Parásitos mal habidos 😒,Parásitos mal habidos :cara_de_desaprobación:,parasitos mal habidos,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,SÍ,NO,23,4,1,0,0,1
849,Facebook,2026-07-19,USER_849,En el penal le van a explicar cómo se protagonizan ese tipo de videos !!!!! Me encantan los finales felices,En el penal le van a explicar cómo se protagonizan ese tipo de videos !!!!! Me encantan los finales felices,en el penal le van a explicar como se protagonizan ese tipo de videos me encantan los finales felices,Amenazas/Violencia,3,Celebración de Violencia,Detenido por pederastia,NO,NO,NO,107,20,0,0,0,0
2361,Facebook,2026-07-22,USER_2361,tiziano ferro tenía algo de razón jajja,tiziano ferro tenía algo de razón jajja,tiziano ferro tenia algo de razon jajja,No Tóxico,0,,Latinos,NO,SI,NO,39,7,0,0,0,0
2090,Facebook,2026-06-21,USER_2090,Ana Ribera Amaya vos as de ser hija de santa verdad hija de la gran puta aber si te gusta que te traten así mierdera así querés,Ana Ribera Amaya vos as de ser hija de santa verdad hija de la gran puta aber si te gusta que te traten así mierdera así querés,ana ribera amaya vos as de ser hija de santa verdad hija de la gran puta aber si te gusta que te traten asi mierdera asi queres,Lenguaje Ofensivo,1,Insulto Directo,Persona individual,NO,NO,NO,127,27,0,0,0,1
2736,X,2026-06-04,USER_2736,Quién ha dicho que yo apoye a los judíos de mierda? No todo es blanco o negro puto anormal,Quién ha dicho que yo apoye a los judíos de mierda? No todo es blanco o negro puto anormal,quien ha dicho que yo apoye a los judios de mierda no todo es blanco o negro puto anormal,Discurso de Odio,2,Antisemitismo,Personas judias,NO,NO,NO,90,19,0,0,0,3
2539,Facebook,2026-07-24,USER_2539,Nunca entenderé por qué le dan tanta atención a esa... Cosa... Con evidentes problemas mentales,Nunca entenderé por qué le dan tanta atención a esa... Cosa... Con evidentes problemas mentales,nunca entendere por que le dan tanta atencion a esa cosa con evidentes problemas mentales,Discurso de Odio,2,Capacitismo,Personas con discapacidad,NO,NO,NO,95,15,0,0,0,1
1864,X,2026-06-28,USER_1864,"JAJAJS ahora le vas a echar la culpa a Mbappe? Ridículo hijueputa, bruto de mierda, salvadoreño carechimba, deja de ser hincha de este equipo, burro","JAJAJS ahora le vas a echar la culpa a Mbappe? Ridículo hijueputa, bruto de mierda, salvadoreño carechimba, deja de ser hincha de este equipo, burro",jajajs ahora le vas a echar la culpa a mbappe ridiculo hijueputa bruto de mierda salvadoreno carechimba deja de ser hincha de este equipo burro,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,NO,NO,148,25,0,0,0,5
2136,Facebook,2026-06-27,USER_2136,"Infantino ahorita le vale, esta disfrutando de su nena rosada","Infantino ahorita le vale, esta disfrutando de su nena rosada",infantino ahorita le vale esta disfrutando de su nena rosada,No Tóxico,0,,Personas argentinas,SI,SI,NO,61,10,0,0,0,0
2886,X,2026-06-27,USER_2886,Dos cosas malas no suman una buena. El hecho de reconocer que hay venezolanos de mierda no impide reconocer que hay chilenos de mierda.,Dos cosas malas no suman una buena. El hecho de reconocer que hay venezolanos de mierda no impide reconocer que hay chilenos de mierda.,dos cosas malas no suman una buena el hecho de reconocer que hay venezolanos de mierda no impide reconocer que hay chilenos de mierda,Discurso de Odio,2,Xenofobia,Personas venezolanas,NO,NO,NO,135,24,0,0,0,1
477,X,2026-07-14,USER_477,"Y mi hermano asesinado en el 2015 por las pandillas duerme en alguna fosa comun porque no hemos encontrado su cuerpo todavia. Ya basta de de empatia con los mareros, si no conoces la realidad de El Salvador.","Y mi hermano asesinado en el 2015 por las pandillas duerme en alguna fosa comun porque no hemos encontrado su cuerpo todavia. Ya basta de de empatia con los mareros, si no conoces la realidad de El Salvador.",y mi hermano asesinado en el por las pandillas duerme en alguna fosa comun porque no hemos encontrado su cuerpo todavia ya basta de de empatia con los mareros si no conoces la realidad de el salvador,No Tóxico,0,,Pandilleros/Mareros,NO,NO,NO,207,38,0,0,0,3
2259,Facebook,2026-06-02,USER_2259,Hojala y pierda argentina,Hojala y pierda argentina,hojala y pierda argentina,No Tóxico,0,,Personas argentinas,SI,SI,NO,25,4,0,0,0,0
935,Facebook,2026-07-24,USER_935,es mejor que le den en la nuca de un solo a ese malvado,es mejor que le den en la nuca de un solo a ese malvado,es mejor que le den en la nuca de un solo a ese malvado,Amenazas/Violencia,3,Incitación a la Violencia,Individuo,NO,NO,NO,55,14,0,0,0,0
